iteration,best_score,current_score
1,-0.9687289522083394,-0.9687289522083394
2,-0.9687289522083394,-0.9687289522083394
3,-0.9687289522083394,-0.9687289522083394
4,-0.9687289522083394,-0.9687289522083394
5,-0.9687289522083394,-0.9687289522083394
6,-0.9687289522083394,-0.9687289522083394
7,-0.9687289522083394,-0.9687289522083394
8,-0.9687289522083394,-0.9687289522083394
9,-0.9687289522083394,-0.9687289522083394
10,-0.9687289522083394,-0.9687289522083394
