iteration,best_score,current_score
1,-0.9711416542595693,-0.9711416542595693
2,-0.9711625074771344,-0.9711625074771344
3,-0.9711625074771344,-0.9711625074771344
4,-0.9713275522569794,-0.9713275522569794
5,-0.9713275522569794,-0.9713275522569794
6,-0.9713275522569794,-0.9713275522569794
7,-0.9713275522569794,-0.9713275522569794
8,-0.9713275522569794,-0.9713275522569794
9,-0.9713275522569794,-0.9713275522569794
10,-0.9713275522569794,-0.9713275522569794
