iteration,best_score,current_score
1,14.584403822455105,14.584403822455105
2,14.584403822455105,14.584403822455105
3,14.584403822455105,14.584403822455105
4,14.584403822455105,14.584403822455105
5,14.584403822455105,14.584403822455105
6,14.584403822455105,14.584403822455105
7,14.584403822455105,14.584403822455105
8,14.584403822455105,14.584403822455105
9,14.584403822455105,14.584403822455105
10,14.584403822455105,14.584403822455105
