element_index,conductivity,sensitivity,is_high
953,1000.0,0.0,0
954,500.0,0.0,1
955,1000.0,0.0,0
956,500.0,0.0,1
957,500.0,0.0,1
958,500.0,0.0,1
959,1000.0,0.0,0
960,500.0,0.0,1
961,1000.0,0.0,0
962,1000.0,0.0,0
963,1000.0,0.0,0
964,500.0,0.0,1
965,1000.0,0.0,0
966,1000.0,0.0,0
967,500.0,0.0,1
968,500.0,0.0,1
969,500.0,0.0,1
970,500.0,0.0,1
971,1000.0,0.0,0
972,500.0,0.0,1
973,500.0,0.0,1
974,500.0,0.0,1
975,500.0,0.0,1
976,1000.0,0.0,0
977,500.0,0.0,1
978,1000.0,0.0,0
979,500.0,0.0,1
980,1000.0,0.0,0
981,1000.0,0.0,0
982,500.0,0.0,1
983,1000.0,0.0,0
984,500.0,0.0,1
985,1000.0,0.0,0
986,500.0,0.0,1
987,500.0,0.0,1
988,1000.0,0.0,0
989,1000.0,0.0,0
990,500.0,0.0,1
991,1000.0,0.0,0
992,1000.0,0.0,0
993,1000.0,0.0,0
994,1000.0,0.0,0
995,1000.0,0.0,0
996,500.0,0.0,1
997,500.0,0.0,1
998,500.0,0.0,1
999,1000.0,0.0,0
1000,500.0,0.0,1
1001,1000.0,0.0,0
1002,1000.0,0.0,0
1003,500.0,0.0,1
1004,500.0,0.0,1
1005,500.0,0.0,1
1006,1000.0,0.0,0
1007,1000.0,0.0,0
1008,1000.0,0.0,0
1009,500.0,0.0,1
1010,1000.0,0.0,0
1011,1000.0,0.0,0
1012,500.0,0.0,1
1013,1000.0,0.0,0
1014,1000.0,0.0,0
1015,500.0,0.0,1
1016,1000.0,0.0,0
1017,500.0,0.0,1
1018,1000.0,0.0,0
1019,1000.0,0.0,0
